timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-08T15:27:43,iris-training,88cd0a34-a644-4021-a2e1-0187383d5f63,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.0390908000008494,5.734926271089035e-07,1.8870532828724406e-07,4.520366073000001,0.0,10.0,3.186225983609051e-06,0.0,7.047586666668495e-06,1.0233812650277546e-05,0.0,France,FRA,occitanie,,,Windows-11-10.0.26200-SP0,3.14.2,3.2.6,12,Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,1,1 x Quadro P1000,1.4451,43.6046,15.743602752685547,machine,0.0,0,74.8,11.771652221679688,N,1.0,0.0
